GAME_ID,TEAM_ID,TEAM_NAME,GAME_DATE,MATCHUP,WL,PTS,FGA,FTA,TOV,OREB,IS_HOME_x,OFF_RTG,PACE,ELO_START,IS_HOME_y,EWMA_OFF_RTG,EWMA_PACE,EWMA_PTS
21400501,1610612737,1610612737,2015-01-03,0,W,115.0,88,22,14,10,0,113.09992132179386,101.68,1494.0773677415602,0,96.38080251770259,101.68,98.0
21400519,1610612737,1610612737,2015-01-05,0,W,107.0,88,22,14,10,0,105.23210070810384,101.68,1509.8379473065354,0,105.57631785995278,101.68,107.35000000000001
21400526,1610612737,1610612737,2015-01-07,0,W,96.0,88,22,14,10,1,94.41384736428009,101.68,1529.971779005376,1,105.43794485206666,101.68,107.2093023255814
21400540,1610612737,1610612737,2015-01-09,0,W,106.0,88,22,14,10,0,104.2486231313926,101.68,1549.2285334517044,0,101.80599590250134,101.68,103.51633663366337
21400558,1610612737,1610612737,2015-01-11,0,W,120.0,88,22,14,10,1,118.01730920535012,101.68,1568.328121938203,1,102.50720774654748,101.68,104.22932883668949
21400568,1610612737,1610612737,2015-01-13,0,W,105.0,88,22,14,10,0,103.26514555468134,101.68,1585.321307523267,0,106.53571684250855,101.68,108.3255168854627
21400580,1610612737,1610612737,2015-01-14,0,W,105.0,88,22,14,10,0,103.26514555468134,101.68,1616.3485202304769,0,105.74764054415051,101.68,107.52420090529226
21400592,1610612737,1610612737,2015-01-16,0,W,110.0,88,22,14,10,0,108.1825334382376,101.68,1639.1741621055876,0,105.18286097022617,101.68,106.94993303452598
21400602,1610612737,1610612737,2015-01-17,0,W,107.0,88,22,14,10,0,105.23210070810384,101.68,1667.6651890532025,0,105.83548472792596,101.68,107.61352087135512
21400613,1610612737,1610612737,2015-01-19,0,W,93.0,88,22,14,10,1,91.46341463414633,101.68,1688.2583743847056,1,105.7087401947054,101.68,107.48464702997646
21400628,1610612737,1610612737,2015-01-21,0,W,110.0,88,22,14,10,1,108.1825334382376,101.68,1697.7844993461936,1,102.79859827691362,101.68,104.52561472796577
